review_score,count
5.0,1
1.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
2.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
1.0,1
3.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
3.0,1
5.0,1
4.0,1
1.0,1
5.0,1
5.0,1
5.0,1
1.0,1
1.0,1
5.0,1
5.0,1
4.0,4
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
4.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
2.0,1
3.0,1
3.0,1
4.0,1
5.0,1
1.0,1
5.0,1
4.0,1
1.0,1
1.0,1
5.0,1
3.0,1
5.0,1
4.0,1
5.0,1
4.0,1
3.0,1
4.0,1
5.0,1
5.0,1
5.0,1
3.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
3.0,1
4.0,1
5.0,1
4.0,1
5.0,1
2.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
3.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
1.0,1
5.0,1
1.0,1
5.0,1
3.5,2
2.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
2.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.5,2
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
4.0,1
3.0,1
4.5,2
4.0,1
5.0,1
3.0,1
1.0,1
4.0,1
4.0,1
4.0,1
1.0,1
5.0,1
3.5,2
5.0,1
4.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
1.0,1
5.0,1
5.0,1
2.0,1
5.0,1
4.0,1
1.0,1
5.0,1
4.0,1
4.0,1
5.0,1
4.0,1
4.0,1
2.0,1
5.0,1
5.0,1
5.0,2
5.0,1
5.0,2
2.0,1
1.0,1
5.0,1
5.0,1
4.0,1
2.0,1
5.0,1
5.0,1
4.0,1
5.0,1
3.0,1
3.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
3.0,1
5.0,1
4.0,1
3.0,1
5.0,1
5.0,1
5.0,1
4.0,1
3.0,1
5.0,2
1.0,1
1.0,1
1.0,1
5.0,1
3.0,1
4.0,1
4.0,1
4.0,1
5.0,1
5.0,1
3.0,1
5.0,1
4.0,1
4.0,1
3.0,1
5.0,1
5.0,1
2.0,1
5.0,1
2.0,1
4.0,1
5.0,1
5.0,1
1.0,1
5.0,1
3.0,1
5.0,1
3.0,1
1.0,1
4.0,1
1.0,1
3.0,1
5.0,1
4.0,1
5.0,1
3.0,1
5.0,1
4.0,1
5.0,1
1.0,1
5.0,1
1.0,1
1.0,1
5.0,1
3.5,2
4.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
3.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
3.0,1
3.0,1
5.0,1
5.0,1
5.0,1
3.0,2
5.0,1
5.0,1
4.0,1
4.0,1
2.0,1
5.0,1
5.0,1
5.0,1
4.0,2
3.0,1
3.0,1
4.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
1.0,1
5.0,1
4.0,1
4.0,1
1.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
2.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,2
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
1.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
2.0,1
4.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
2.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
1.0,1
4.0,2
3.0,1
5.0,1
5.0,1
4.0,1
3.0,1
4.0,1
5.0,1
4.0,1
5.0,1
4.0,1
1.0,1
3.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
4.0,1
5.0,1
4.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
3.0,1
5.0,1
4.0,1
5.0,1
1.0,1
4.0,1
1.0,1
2.3333333333333335,3
1.0,1
5.0,1
4.0,1
4.0,1
3.0,1
5.0,1
5.0,1
2.0,1
5.0,1
5.0,1
4.0,1
4.0,1
3.0,1
4.5,2
2.0,1
3.0,1
5.0,1
4.0,1
4.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
1.0,1
5.0,1
4.0,1
3.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
2.0,1
4.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
1.0,1
1.0,1
5.0,1
5.0,1
3.0,2
5.0,1
1.0,1
5.0,1
3.0,1
5.0,1
3.0,1
1.0,1
5.0,1
4.0,1
4.0,1
5.0,1
2.0,1
5.0,1
1.0,1
5.0,1
5.0,1
1.0,1
5.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
3.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
3.0,1
4.0,1
5.0,1
5.0,1
2.0,1
4.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
1.0,1
1.0,1
1.0,1
4.0,1
1.0,1
1.0,1
5.0,1
5.0,1
5.0,1
4.0,2
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
4.0,1
5.0,1
4.0,1
5.0,1
2.0,1
3.0,1
5.0,1
2.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
1.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
2.0,1
5.0,1
4.0,1
4.0,1
4.0,1
5.0,1
4.0,1
5.0,1
2.0,1
5.0,1
5.0,1
2.0,1
5.0,1
5.0,1
5.0,2
5.0,1
4.0,1
5.0,1
1.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
3.0,1
5.0,1
5.0,1
3.0,1
5.0,1
3.0,1
1.0,1
4.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
4.0,1
1.0,1
4.0,1
2.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
3.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
4.0,1
3.0,1
2.0,1
5.0,1
5.0,2
1.0,1
5.0,1
4.0,1
5.0,1
3.0,1
5.0,1
5.0,1
4.0,1
5.0,1
1.0,1
4.0,1
3.0,1
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
4.0,1
4.0,1
2.0,1
5.0,2
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
5.0,1
3.0,1
5.0,1
4.0,1
1.0,1
4.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
2.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
4.0,1
2.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
4.0,1
1.0,1
5.0,1
3.0,1
4.0,1
2.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
1.0,1
5.0,1
5.0,1
5.0,1
1.0,1
3.0,1
4.0,1
5.0,1
4.0,1
5.0,1
3.0,1
5.0,1
4.0,2
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
3.0,1
4.333333333333333,3
4.5,2
5.0,1
5.0,1
1.0,1
1.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
1.0,1
3.0,1
2.0,1
5.0,3
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
2.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
1.0,1
4.0,1
5.0,1
3.0,1
4.0,1
5.0,1
5.0,1
5.0,1
2.0,1
1.0,1
5.0,1
5.0,1
2.0,1
1.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
1.0,1
1.0,1
4.0,1
4.0,1
2.0,1
4.0,1
4.0,1
1.0,1
4.0,1
3.0,1
4.0,1
5.0,1
5.0,1
1.0,1
2.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
3.0,1
3.0,1
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
5.0,1
4.0,4
4.0,2
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
4.0,1
4.0,1
4.0,1
5.0,2
3.0,1
4.0,1
5.0,1
2.0,1
4.0,1
4.0,1
5.0,1
4.0,1
3.0,1
5.0,1
5.0,1
2.0,1
4.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,2
4.0,1
5.0,1
5.0,1
4.0,1
5.0,1
2.0,1
1.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
3.0,1
1.0,1
5.0,1
5.0,1
1.0,1
5.0,2
4.0,1
1.0,1
5.0,1
2.0,1
1.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
1.0,1
1.0,1
5.0,1
4.0,1
5.0,1
5.0,1
3.0,1
5.0,1
1.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
1.0,1
5.0,1
5.0,1
5.0,1
4.5,2
1.0,1
2.0,1
5.0,1
5.0,1
4.5,2
3.0,1
4.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
1.0,1
4.0,1
5.0,1
1.0,1
5.0,1
5.0,1
1.0,1
3.0,1
1.0,1
1.0,1
1.0,1
5.0,1
5.0,1
1.0,1
1.0,1
3.0,1
5.0,1
5.0,1
3.0,1
5.0,1
1.0,1
4.0,1
3.0,1
4.0,1
3.0,1
5.0,1
3.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
1.0,1
5.0,1
4.0,1
1.0,1
5.0,1
2.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
2.0,1
5.0,1
4.5,2
4.0,1
5.0,1
3.0,1
5.0,1
5.0,1
2.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,2
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
3.0,1
4.0,1
1.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
4.0,1
3.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
3.0,1
5.0,1
2.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
1.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
3.0,1
5.0,2
5.0,1
3.0,1
1.0,1
1.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,2
2.0,1
4.0,1
5.0,1
4.0,1
4.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
2.0,1
5.0,1
5.0,1
1.0,1
5.0,1
1.0,1
5.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,2
5.0,1
3.0,1
5.0,1
1.0,1
4.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
1.0,1
5.0,1
4.0,1
1.0,1
5.0,1
1.0,1
5.0,1
3.0,1
4.0,1
4.0,1
1.0,1
4.0,1
1.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
3.0,1
4.0,1
4.0,1
5.0,1
1.0,1
5.0,1
3.0,1
5.0,1
4.0,1
4.0,1
5.0,1
4.0,1
3.0,1
3.0,1
4.0,1
5.0,1
5.0,1
3.0,1
5.0,1
4.0,1
4.0,1
5.0,1
1.0,1
4.666666666666667,3
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
2.0,1
5.0,1
1.0,1
1.0,1
4.0,1
5.0,1
5.0,1
3.0,1
3.0,1
2.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
2.0,1
5.0,1
4.0,1
4.0,1
4.0,1
1.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
1.0,1
1.0,1
4.333333333333333,3
4.0,1
4.0,1
2.0,1
5.0,1
5.0,1
4.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
1.0,1
5.0,1
1.0,1
4.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.5,2
4.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
1.0,1
4.0,1
1.0,1
5.0,1
1.0,1
1.0,1
1.0,1
2.0,1
4.0,1
1.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
4.0,1
2.0,1
5.0,1
5.0,1
1.0,1
5.0,1
3.0,1
5.0,1
4.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
3.0,1
3.0,1
5.0,1
4.0,1
4.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
2.0,1
4.0,1
5.0,1
1.0,1
1.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,2
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
4.0,1
5.0,1
5.0,1
4.0,2
5.0,1
1.0,1
4.0,1
3.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
3.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
1.0,1
1.0,1
3.0,1
1.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
3.0,1
4.0,1
1.0,1
5.0,1
4.0,1
5.0,1
4.0,1
4.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
3.0,1
1.0,1
5.0,1
4.0,2
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
2.0,1
3.0,1
5.0,1
5.0,2
1.0,1
5.0,1
5.0,1
4.0,1
3.0,1
5.0,1
4.0,1
1.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
2.0,1
5.0,1
5.0,1
5.0,1
3.0,2
5.0,1
1.0,1
4.0,1
1.0,1
5.0,1
5.0,1
1.0,1
1.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
3.0,1
5.0,1
5.0,1
5.0,1
3.0,1
5.0,1
1.0,1
3.5,2
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
4.0,1
4.0,1
5.0,1
5.0,1
1.0,1
5.0,1
2.0,1
5.0,1
1.0,1
4.0,1
2.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
4.0,1
3.0,1
4.0,1
5.0,1
5.0,1
5.0,1
3.0,1
1.0,1
1.0,1
1.0,1
2.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
2.0,1
5.0,1
3.0,1
5.0,1
1.0,1
5.0,1
1.0,1
1.0,1
5.0,1
4.0,1
4.0,1
5.0,1
1.0,1
4.0,2
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
3.0,1
5.0,1
1.0,1
1.0,1
1.0,1
5.0,1
1.0,1
4.0,1
4.666666666666667,3
4.0,1
4.0,1
4.0,1
5.0,1
5.0,1
4.0,1
5.0,2
5.0,1
1.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
2.0,1
5.0,1
5.0,1
5.0,1
3.0,1
1.0,1
3.0,1
5.0,1
3.0,1
5.0,1
2.0,1
3.0,1
1.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
1.0,1
1.0,1
5.0,1
4.0,1
3.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
2.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
1.0,1
4.0,1
2.0,1
5.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
1.0,1
5.0,1
1.0,1
1.0,1
4.0,1
5.0,1
4.5,2
5.0,1
4.0,1
3.0,1
5.0,1
1.0,1
2.0,2
4.0,1
3.0,1
5.0,1
5.0,1
5.0,1
4.0,1
2.0,1
1.0,1
5.0,1
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
3.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,2
2.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,2
3.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
3.0,1
1.0,1
5.0,1
5.0,1
3.0,1
4.0,1
1.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
2.0,1
1.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
3.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
1.0,1
4.0,1
1.0,1
1.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
4.0,1
4.0,1
5.0,1
2.5,2
4.0,1
5.0,1
4.0,1
5.0,1
5.0,2
1.0,1
5.0,1
5.0,1
4.0,1
1.0,1
5.0,1
3.0,1
4.0,1
1.0,1
5.0,1
2.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
1.0,1
5.0,1
5.0,1
1.0,1
3.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
4.0,1
5.0,1
2.0,1
3.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
4.0,1
5.0,1
5.0,1
1.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
1.0,1
3.0,1
3.0,1
4.0,1
1.0,1
1.0,1
5.0,1
1.0,1
2.0,1
3.0,1
5.0,1
5.0,1
5.0,1
1.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
1.0,1
4.0,1
4.0,1
5.0,1
1.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,2
1.0,1
2.0,1
5.0,1
5.0,1
1.0,1
2.0,1
5.0,1
1.0,1
3.5,2
4.0,1
5.0,1
5.0,1
5.0,1
5.0,2
5.0,1
3.0,1
3.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
5.0,1
4.0,1
3.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
1.0,1
5.0,1
5.0,1
5.0,1
1.0,1
5.0,1
3.0,1
1.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
4.5,2
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
1.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
2.0,1
1.0,1
5.0,1
5.0,1
1.0,2
5.0,1
5.0,1
3.0,1
5.0,1
4.0,1
1.0,1
5.0,1
1.0,1
5.0,1
1.0,1
5.0,1
5.0,1
2.0,1
5.0,1
5.0,1
5.0,1
5.0,1
4.0,1
4.0,1
5.0,1
5.0,1
5.0,1
2.0,1
5.0,1
3.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
4.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
1.0,1
4.0,1
5.0,1
5.0,1
